รหัส,ที่มา,วันที่,โครงการ,ประเภท,ห้อง,ตรม.,ชั้น,เช่า,ขาย,ทำเล,สถานี,ต้นทาง,เจ้าของ,ที่โพสต์,เพจ,หมายเหตุ
PTP8185,ชีท,18/07/2026,H Sukhumvit 43 (เอช สุขุมวิท 43),คอนโด,1 Bed 1 Bath,43,27,"26,000","5,500,000","ทองหล่อ, อโศก, สุขุมวิท, พร้อมพงษ์",BTS พร้อมพงษ์,https://www.facebook.com/share/p/1GauC7UNkY/,https://www.facebook.com/sirisopa.chulasewok/,https://www.facebook.com/share/p/1G2HChexk2/?mibextid=wwXIfr,https://www.facebook.com/share/p/1BwGE7nd2G/?mibextid=wwXIfr,
PTP8184,ชีท,18/07/2026,The Waterford Sukhumvit 50 (เดอะ วอเตอร์ฟอร์ด สุขุมวิท 50),คอนโด,3 Bed 2 Bath,75,2,"25,000",,"อ่อนนุช, อุดมสุข, พระโขนง","BTS อ่อนนุช, BTS พระโขนง",https://linevoom.line.me/post/1172145686359129327,,https://www.facebook.com/share/p/18x1r5ZeJd/?mibextid=wwXIfr,https://www.facebook.com/share/p/1AkpTPNDpz/?mibextid=wwXIfr,
PTP8183,ชีท,18/07/2026,Thru Thonglor (ทรู ทองหล่อ),คอนโด,1 Bed 1 Bath,33,6,"15,000",,"ทองหล่อ, เพชรบุรีตัดใหม่, RCA, โรงพยาบาลกรุงเทพ, มศว ประสานมิตร","BTS ทองหล่อ, MRT เพชรบุรี, ARL มักกะสัน",https://www.facebook.com/share/p/1BwLdAdaLw/?mibextid=wwXIfr,https://www.facebook.com/pongsaporn.boonsiri.2024/,https://www.facebook.com/share/p/1GuDhiTzye/?mibextid=wwXIfr,https://www.facebook.com/share/p/1E4pfYzyW6/?mibextid=wwXIfr,
PTP8182,ชีท,17/07/2026,Niche Pride Thonglor-Phetchaburi (นิช ไพรด์ ทองหล่อ - เพชรบุรี),คอนโด,1 Bed 1 Bath,35,15,"19,000","4,900,000","ทองหล่อ, เพชรบุรีตัดใหม่, RCA, โรงพยาบาลกรุงเทพ, มศว ประสานมิตร","MRT เพชรบุรี, BTS ทองหล่อ, ARL มักกะสัน",https://www.facebook.com/share/p/1CBFodJQQ2/?mibextid=wwXIfr,https://www.facebook.com/ddeewss/,https://www.facebook.com/share/p/191kU8mEbq/?mibextid=wwXIfr,https://www.facebook.com/share/p/1GgVeAgwnN/?mibextid=wwXIfr,
PTP8181,ชีท,17/07/2026,Niche Pride Thonglor-Phetchaburi (นิช ไพรด์ ทองหล่อ - เพชรบุรี),คอนโด,1 Bed 1 Bath,36,6,"17,000",,"ทองหล่อ, เพชรบุรีตัดใหม่, RCA, โรงพยาบาลกรุงเทพ, มศว ประสานมิตร","MRT เพชรบุรี, BTS ทองหล่อ, ARL มักกะสัน",https://www.facebook.com/share/p/18r5GtWc5C/?mibextid=wwXIfr,https://www.facebook.com/kitikomw/,https://www.facebook.com/share/p/1BsH1XmiwV/?mibextid=wwXIfr,https://www.facebook.com/share/p/1GdsBKbpzs/?mibextid=wwXIfr,
PTP8179,ชีท,17/07/2026,Aspire Rama 4 (แอสปาย พระราม 4),คอนโด,1 Bed 1 Bath,29,18,"14,000",,"คลองเตย กล้วยน้ำไท, พระโขนง, เอกมัย","BTS พระโขนง, BTS เอกมัย",https://www.facebook.com/share/p/1Mk6oy9FKn/,https://www.facebook.com/nannan.nannan.266815/,https://www.facebook.com/share/p/1atkUEPtFy/?mibextid=wwXIfr,https://www.facebook.com/share/p/18qcrfhuWF/?mibextid=wwXIfr,
PTP8178,ชีท,17/07/2026,The Royal Place 1 (เดอะ รอยัล เพลส 1),คอนโด,1 Bed 1 Bath,73,,"34,000",,ชิดลม,BTS ชิดลม,https://www.facebook.com/share/p/1Ehd9eMYL1/,https://www.facebook.com/jirapat.horesaengchai,https://www.facebook.com/share/p/1AiLRxzvED/?mibextid=wwXIfr,https://www.facebook.com/share/p/1EVRY2oZVz/?mibextid=wwXIfr,
PTP8177,ชีท,17/07/2026,Noble Remix (โนเบิล รีมิกซ์),คอนโด,1 Bed 1 Bath,40,6,"25,000",,"ทองหล่อ, อโศก, สุขุมวิท, เอกมัย, พร้อมพงษ์","BTS ทองหล่อ, BTS เอกมัย, BTS พร้อมพงษ์",https://www.facebook.com/share/p/1EJppathpw/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1BtM7B6UVh/?mibextid=wwXIfr,https://www.facebook.com/share/p/1bommjKZLK/?mibextid=wwXIfr,
PTP8176,ชีท,17/07/2026,Private Garden view Duplex Office ใจกลางอารีย์,พื้นที่ให้เช่า/ขาย,,150,2,"85,000",,อารีย์,"BTS อารีย์, BTS สะพานควาย",https://www.facebook.com/share/p/19E8b6XB4Z/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1JciQKLg4C/?mibextid=wwXIfr,https://www.facebook.com/share/p/18w8dEwJi2/?mibextid=wwXIfr,
PTP8175,ชีท,17/07/2026,KnightsBridge Collage Sukhumvit 107 (ไนท์บริดจ์ คอลลาจ สุขุมวิท 107),คอนโด,Duplex 1 Bed 1 Bath,51.31,12,"16,000","4,300,000","บางนา, แบริ่ง, เจริญนคร","BTS แบริ่ง, BTS กรุงธนบุรี, BTS เจริญนคร",https://www.facebook.com/share/p/1BCXAdFv2R/,https://www.facebook.com/Sherlyn.jirachaiphon/,https://www.facebook.com/share/p/19G71rwh1W/?mibextid=wwXIfr,https://www.facebook.com/share/p/1GmViLeJ8r/?mibextid=wwXIfr,
PTP8174,ชีท,17/07/2026,Noble Ambience Sukhumvit 42 (โนเบิล แอมเบียนส์ สุขุมวิท 42),คอนโด,1 Bed 1 Bath,38.2,7,"27,000","6,500,000","ทองหล่อ, อโศก, สุขุมวิท, เอกมัย, พระโขนง","BTS เอกมัย, BTS พระโขนง, BTS ทองหล่อ",https://www.facebook.com/share/p/19CgjY6exq/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1EEbToLek5/?mibextid=wwXIfr,https://www.facebook.com/share/p/18WisZfxU7/?mibextid=wwXIfr,
PTP8173,ชีท,17/07/2026,THE LINE Phahon - Pradipat (เดอะ ไลน์ พหล - ประดิพัทธ์),คอนโด,1 Bed 1 Bath,34,20,"20,000",,พหลโยธิน,"MRT พหลโยธิน, BTS ห้าแยกลาดพร้าว",https://www.facebook.com/share/p/19GB49wdU8/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1EhxsPj78q/?mibextid=wwXIfr,https://www.facebook.com/share/p/19Afw2TdVg/?mibextid=wwXIfr,
PTP8172,ชีท,16/07/2026,Park 24 (พาร์ค 24),คอนโด,1 Bed 1 Bath,29,5,"22,000",,"ทองหล่อ, อโศก, สุขุมวิท",,https://www.facebook.com/share/p/1bL2duvWhb/,https://www.facebook.com/june.rattanaphorn/,https://www.facebook.com/share/p/19R3hDujda/?mibextid=wwXIfr,https://www.facebook.com/share/p/1Etui2fi2E/?mibextid=wwXIfr,
PTP8171,ชีท,16/07/2026,Voque Sukhumvit 16 (โว๊ค สุขุมวิท 16),คอนโด,1 Bed 1 Bath,40,3,"18,5OO","4,4OO,OOO","ทองหล่อ, อโศก, สุขุมวิท","BTS อโศก, MRT สุขุมวิท",https://www.facebook.com/share/p/17ihp6EYym/,https://www.facebook.com/SruitAsuk/,https://www.facebook.com/share/p/1HrgBEK3yx/?mibextid=wwXIfr,https://www.facebook.com/share/p/1BseKTuyUQ/?mibextid=wwXIfr,
PTP8170,ชีท,16/07/2026,The Base Park West Sukhumvit 77 (เดอะ เบส พาร์ค เวสต์ สุขุมวิท 77),คอนโด,1 Bed 1 Bath,30,27,"17,000",,"อ่อนนุช, อุดมสุข, พระโขนง","BTS อ่อนนุช, BTS พระโขนง",https://www.facebook.com/share/p/17D88f7pH4/,https://www.facebook.com/surasapanda/,https://www.facebook.com/share/p/1dAWRAQW8a/?mibextid=wwXIfr,https://www.facebook.com/share/p/1CzEcAzYeY/?mibextid=wwXIfr,
PTP8169,ชีท,16/07/2026,Casa Viva (คาซ่า วีว่า) เอกมัย 12,คอนโด,1 Bed 1 Bath,80,6,"25,000",,"เอกมัย, ทองหล่อ","BTS เอกมัย, BTS ทองหล่อ",https://www.facebook.com/share/p/1LS9DL3xeo/,https://www.facebook.com/blue.bluerabbit/,https://www.facebook.com/share/p/1DEZjRawvj/?mibextid=wwXIfr,https://www.facebook.com/share/p/1HLh81FQWH/?mibextid=wwXIfr,
PTP8168,ชีท,16/07/2026,Supalai Wellington II (ศุภาลัย เวลลิงตัน 2),คอนโด,1 Bed 1 Bath,42,8,"16,500",,"เพชรบุรีตัดใหม่, RCA, พระราม 9",,https://www.facebook.com/share/p/1EavJxGHPi/,https://www.facebook.com/thepphimma.thiangtae.1/,https://www.facebook.com/share/p/194TfEmRte/?mibextid=wwXIfr,https://www.facebook.com/share/p/1H7jtXsfqD/?mibextid=wwXIfr,
PTP8167,ชีท,16/07/2026,M Thonglor 10 (เอ็ม ทองหล่อ 10),คอนโด,1 Bed 1 Bath,35.49,12A,"30,000","5,250,000","ทองหล่อ, อโศก, สุขุมวิท, เอกมัย",BTS เอกมัย,https://www.facebook.com/share/p/1DhR5jpL9D/,https://www.facebook.com/kittisak.ti/,https://www.facebook.com/share/p/1DbwixmMfZ/?mibextid=wwXIfr,https://www.facebook.com/share/p/1B5hgqLQmh/?mibextid=wwXIfr,
PTP8166,ชีท,16/07/2026,The Niche Pride Thonglor-Phetchaburi ( เดอะ นิช ไพรด์ ทองหล่อ-เพชรบุรี ),คอนโด,1 Bed 1 Bath,35,11,"18,000",,"ทองหล่อ, เพชรบุรีตัดใหม่, RCA, โรงพยาบาลกรุงเทพ, มศว ประสานมิตร","MRT เพชรบุรี, BTS ทองหล่อ, ARL มักกะสัน",https://www.facebook.com/share/p/1LkNpDAyzP/,https://www.facebook.com/profile.php?id=61565671817352,https://www.facebook.com/share/p/18pxfBm16Q/?mibextid=wwXIfr,https://www.facebook.com/share/p/1Cib8FaD3n/?mibextid=wwXIfr,
PTP8165,ชีท,16/07/2026,WYNE Sukhumvit (วายน์ สุขุมวิท),คอนโด,1 Bed 1 Bath,29,7,"16,000",,"อ่อนนุช, อุดมสุข, พระโขนง, เจริญนคร","BTS พระโขนง, BTS กรุงธนบุรี, BTS เจริญนคร",https://www.facebook.com/share/p/1CvWDaMNPU/?mibextid=wwXIfr,https://www.facebook.com/WKunarittipol/,https://www.facebook.com/share/p/1BNfCMS4rC/?mibextid=wwXIfr,https://www.facebook.com/share/p/1BRYGDxSQ8/?mibextid=wwXIfr,
PTP8164,ชีท,16/07/2026,บ้านทองหล่อซอย 25,บ้าน,5 Bed 7 Bath,600,5,"130,000",,"ทองหล่อ, เอกมัย","BTS ทองหล่อ, BTS เอกมัย",https://www.facebook.com/share/p/1chwGi4mnv/,https://www.facebook.com/sarangsingh.sethi/,https://www.facebook.com/share/p/1DNadxvEqW/?mibextid=wwXIfr,https://www.facebook.com/share/p/1brBZUC6qs/?mibextid=wwXIfr,
PTP8163,ชีท,16/07/2026,Thonglor Tower (ทองหล่อ ทาวเวอร์),คอนโด,2 Bed 1 Bath,50,,"22,000",,ทองหล่อ,"BTS ทองหล่อ, BTS เอกมัย",https://www.facebook.com/share/p/1FbQY9hTyi/?,,https://www.facebook.com/share/p/1CDVcWUHx8/?mibextid=wwXIfr,https://www.facebook.com/share/p/17vUw5tn9n/?mibextid=wwXIfr,
PTP8162,ชีท,15/07/2026,Life Asoke Hype (ไลฟ์ อโศก ไฮป์),คอนโด,1 Bed 1 Bath,26,30+,"19,000",,"อโศก, เพชรบุรีตัดใหม่, RCA, มศว ประสานมิตร, พระราม 9","ARL มักกะสัน, MRT พระราม 9, MRT เพชรบุรี",https://www.facebook.com/share/p/1DEQvn4Fd9/,https://www.facebook.com/snowwhite.apichatrangsan/,https://www.facebook.com/share/p/1EXSYp75AF/?mibextid=wwXIfr,https://www.facebook.com/share/p/19GKf6X6BV/?mibextid=wwXIfr,
PTP8161,ชีท,15/07/2026,T4 Thonglor 4 Residence (T4 ทองหล่อ4 เรสซิเดนซ์),คอนโด,1 Bed 1 Bath,65,5,"55,000",,"ทองหล่อ, เอกมัย","BTS ทองหล่อ, BTS เอกมัย",https://www.facebook.com/share/p/1HoNt1FWkN/,https://www.facebook.com/kulnaree.hiranpruek/,https://www.facebook.com/share/p/19EvyTixr2/?mibextid=wwXIfr,https://www.facebook.com/share/p/18w8YKXk7U/?mibextid=wwXIfr,
PTP8160,ชีท,15/07/2026,Life One Wireless (ไลฟ์ วัน ไวร์เลส),คอนโด,1 Bed 1 Bath,35,34,"23,000",,"วิทยุ, ชิดลม, หลังสวน, เพลินจิต","BTS เพลินจิต, BTS ชิดลม, ARL ราชปรารภ",https://www.facebook.com/share/p/1H2NV5SCdb/,https://www.facebook.com/nae.lucksiga/,https://www.facebook.com/share/p/1BRbGxSeB5/?mibextid=wwXIfr,https://www.facebook.com/share/p/1aJqPWxqRP/?mibextid=wwXIfr,
PTP8159,ชีท,15/07/2026,Ekkamai Villa  (เอกมัย วิลล่า),บ้าน,5 Bed 5 Bath,350,4,"55,000",,"เอกมัย, ทองหล่อ","BTS เอกมัย, BTS ทองหล่อ",https://www.facebook.com/share/p/18ieuDsGoD/,https://www.facebook.com/pimpa.mahattanaphol/,https://www.facebook.com/share/p/1EmsWrDUiF/?mibextid=wwXIfr,https://www.facebook.com/share/p/1Ak8GXKnAR/?mibextid=wwXIfr,
PTP8158,ชีท,15/07/2026,OKA HAUS Sukhumvit 36 (โอกะ เฮาส์ สุขุมวิท 36),คอนโด,2 Bed 2 Bath,50,37,"42,000",,"ทองหล่อ, อโศก, สุขุมวิท","BTS ทองหล่อ, MRT ศูนย์ประชุมแห่งชาติสิริกิติ์",https://www.facebook.com/share/p/1Ft8dS5T5H/,https://www.facebook.com/nongthadcha/,https://www.facebook.com/share/p/1MCURf5yvw/?mibextid=wwXIfr,https://www.facebook.com/share/p/1EENfKMQAr/?mibextid=wwXIfr,
PTP8157,ชีท,15/07/2026,Supalai Veranda Ramkhamhaeng (ศุภาลัย เวอเรนด้า รามคำแหง ),คอนโด,1 Bed 1 Bath,28,9,"12,000",,"รามคำแหง, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร",https://www.facebook.com/share/p/19AR3E95v8/,https://www.facebook.com/pacharapong.anomakiti/,https://www.facebook.com/share/p/17tGavTBmm/?mibextid=wwXIfr,https://www.facebook.com/share/p/19EzYbArm8/?mibextid=wwXIfr,
PTP8156,ชีท,15/07/2026,Aspire Sukhumvit 48 (แอสปาย สุขุมวิท 48),คอนโด,1 Bed 1 Bath,38.33,8,"17,000",,"อ่อนนุช, อุดมสุข, พระโขนง","BTS พระโขนง, BTS อ่อนนุช",https://www.facebook.com/share/p/1D5HMHY3Nu/,https://www.facebook.com/profile.php?id=61583770417354,https://www.facebook.com/share/p/1Fq3GjCeUo/?mibextid=wwXIfr,https://www.facebook.com/share/p/1D2LMCpiZY/?mibextid=wwXIfr,
PTP8155,ชีท,15/07/2026,Supalai City Resort Bearing Station - Sukhumvit 105 (ศุภาลัย ซิตี้ รีสอร์ท สถานีแบริ่ง - สุขุมวิท 105 ),คอนโด,2 Bed 2 Bath,57.5,4,"21,000",,"แบริ่ง, สุขุมวิท",BTS แบริ่ง,https://www.facebook.com/share/p/1LLHieppHi/,https://www.facebook.com/mimi.wuthiputhanan/,https://www.facebook.com/share/p/17zHKXCbA7/?mibextid=wwXIfr,https://www.facebook.com/share/p/17jAWdigru/?mibextid=wwXIfr,
PTP8154,ชีท,15/07/2026,Quintara Phume Sukhumvit 39 (ควินทารา ภูม สุขุมวิท 39),คอนโด,1 Bed 1 Bath,30,8,"17,000",,เจริญนคร,"BTS กรุงธนบุรี, BTS เจริญนคร",https://www.facebook.com/share/p/186fJt3fP2/,https://www.facebook.com/NanaCwickz/,https://www.facebook.com/share/p/1Es5KCqNZy/?mibextid=wwXIfr,https://www.facebook.com/share/p/1BXH9rNUvW/?mibextid=wwXIfr,
PTP8153,ชีท,15/07/2026,Cooper Siam (คูเปอร์ สยาม),คอนโด,1 Bed 1 Bath,35,16,"28,000",,สามย่าน,"BTS สนามกีฬาแห่งชาติ, MRT หัวลำโพง",https://www.facebook.com/share/p/1JYaqL4tMK/,https://www.facebook.com/peachy.rungwara/,https://www.facebook.com/share/p/192c631Kjc/?mibextid=wwXIfr,https://www.facebook.com/share/p/1DPcRvwLPL/?mibextid=wwXIfr,
PTP8152,ชีท,15/07/2026,Supalai Premier Ratchathewi (ศุภาลัย พรีเมียร์ ราชเทวี),คอนโด,1 Bed 1 Bath,63.17,23,"23,000",,ราชเทวี พญาไท,"BTS ราชเทวี, BTS พญาไท, BTS สนามกีฬาแห่งชาติ",https://www.facebook.com/share/p/1En7SacuxW/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1Efpok6y8W/?mibextid=wwXIfr,https://www.facebook.com/share/p/17freY2UsH/?mibextid=wwXIfr,
PTP8151,ชีท,14/07/2026,IDEO O2 (ไอดีโอ โอทู),คอนโด,2 Bed 2 Bath,53,9,"28,000",,"บางนา, อุดมสุข","BTS บางนา, BTS อุดมสุข",https://www.facebook.com/share/p/1BSc6hkgK5/,https://www.facebook.com/issadhihawarathi.amornkhoyandhaveep/,https://www.facebook.com/share/p/1MsTbmcyjs/?mibextid=wwXIfr,https://www.facebook.com/share/p/1BmjgDiGL4/?mibextid=wwXIfr,
PTP8150,ชีท,14/07/2026,IDEO O2 (ไอดีโอ โอทู),คอนโด,1 Bed 1 Bath,33,33,"14,000",,"บางนา, อุดมสุข","BTS บางนา, BTS อุดมสุข",https://www.facebook.com/share/p/18mU2c5PY1/,https://www.facebook.com/nutzkhotcharak/,https://www.facebook.com/share/p/1G1u9Z64rf/?mibextid=wwXIfr,https://www.facebook.com/share/p/1LUSh7a6jd/?mibextid=wwXIfr,
