project_key	ทำเล	สถานี
d.s. tower 2 sukhumvit 39 ดี.เอส. ทาวเวอร์ 2 สุขุมวิท 39	พร้อมพงษ์, สุขุมวิท, ทองหล่อ	BTS พร้อมพงษ์, BTS ทองหล่อ
atmoz ratchada–huai khwang แอทโมซ รัชดา–ห้วยขวาง	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
atmoz ratchada–huaikhwang แอทโมซ รัชดา–ห้วยขวาง	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
flora ville ฟลอร่า วิลล์		ARL หัวหมาก
flora ville ฟลอร่า วิลล์ พัฒนาการ		ARL หัวหมาก
one89 wireless วัน 89 วายเลส	เพลินจิต, วิทยุ	BTS เพลินจิต
one89 wireless วัน เอทตี้ไนน์ ไวร์เลส	เพลินจิต, วิทยุ	BTS เพลินจิต
aspire vibha-victory แอสปาย วิภา-วิคตอรี่	พระราม 9	MRT พระราม 9
aspire vibha victory แอสปาย วิภา วิคตอรี่	พระราม 9	MRT พระราม 9
khlong tan niwet village sukhumvit 71 หมู่บ้านคลองตันนิเวศม์ สุขุมวิท 71	พระโขนง, สุขุมวิท	BTS พระโขนง
khlong tan niwet village sukhumvit 71 หมู่บ้านคลองตันนิเวศน์ สุขุมวิท 71	พระโขนง, สุขุมวิท	BTS พระโขนง
areena garden village onnut 44 หมู่บ้านอารีน่าการ์เด้น อ่อนนุช 44	อ่อนนุช, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
areena garden village onnut 44 หมู่บ้านอารีน่า การ์เดนท์ อ่อนนุช 44	อ่อนนุช, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
the seed mingle suanplu เดอะ ซี้ด มิงเกิ้ล สวนพลู	ลุมพินี, สาทร	MRT ลุมพินี, BTS ช่องนนทรี
the seed mingle suanplu เดอะ ซี้ด มิงเกิล สวนพลู	ลุมพินี, สาทร	MRT ลุมพินี, BTS ช่องนนทรี
the empire place condominium ดิ เอ็มไพร์ เพลส	สาทร	BTS ช่องนนทรี
srivara mansion 1 ศรีวรา แมนชั่น 1		MRT ศูนย์วัฒนธรรมแห่งประเทศไทย
townhouse sukhumvit 93 ทาวน์เฮาส์ สุขุมวิท 93 แยก 11	บางจาก, สุขุมวิท, ปุณณวิถี	BTS บางจาก, BTS ปุณณวิถี
townhouse sukhumvit 93 ทาวน์เฮ้าส์ สุขุมวิท 93	บางจาก, สุขุมวิท, ปุณณวิถี	BTS บางจาก, BTS ปุณณวิถี
modern townhome udomsuk 39 ทาวน์โฮม โมเดิร์น อุดมสุข 39	อุดมสุข	BTS อุดมสุข
zenith place sukhumvit 71 ซีณิธ เพลส สุขุมวิท 71	พระโขนง, สุขุมวิท	BTS พระโขนง
zenith place sukhumvit 71 ซีนิธ เพลส สุขุมวิท 71	พระโขนง, สุขุมวิท	BTS พระโขนง
chateau in town sukhumvit 62/1 ชาโตว์ อินทาวน์ สุขุมวิท 62/1	เอกมัย, สุขุมวิท, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
rhythm phahon-ari ริทึ่ม พหล–อารีย์	อารีย์	BTS อารีย์, BTS สะพานควาย
rhythm phahon–ari ริทึ่ม พหล–อารีย์	อารีย์	BTS อารีย์, BTS สะพานควาย
q house sukhumvit 79 คิว เฮ้าส์ สุขุมวิท 79	อ่อนนุช, สุขุมวิท, พระโขนง	BTS อ่อนนุช, BTS พระโขนง
niche id sukhumvit 113 นิช ไอดี สุขุมวิท 113	แบริ่ง, สุขุมวิท	BTS แบริ่ง
nara 9 by eastern star นารา 9 บาย อีสเทอร์น สตาร์	สาทร	BTS ช่องนนทรี
chateau in town ratchada 20-2 ชาโตว์ อินทาวน์ รัชดา 20-2	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
u delight @ huai khwang station ยู ดีไลท์ @ ห้วยขวาง สเตชั่น	ห้วยขวาง	MRT ห้วยขวาง, MRT สุทธิสาร
tai ping towers – ekkamai ไทปิง ทาวเวอร์ เอกมัย	เอกมัย, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
tai ping towers ekkamai ไทปิง ทาวเวอร์ เอกมัย	เอกมัย, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
ideo ramkhamhaeng – lamsali ไอดีโอ รามคำแหง–ลำสาลี	รามคำแหง	ARL รามคำแหง, MRT รามคำแหง
ideo ramkhamhaeng–lamsali ไอดีโอ ลำสาลี รามคำแหง	รามคำแหง	ARL รามคำแหง, MRT รามคำแหง
niche mono rama 9 นิช โมโน พระราม 9	พระราม 9, มักกะสัน	MRT พระราม 9, ARL มักกะสัน
anil sathorn 12 อนิล สาทร 12	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
saranjai mansion sukhumvit 6 สราญใจ แมนชั่น สุขุมวิท 6	นานา, สุขุมวิท	BTS นานา
quinn condo ratchadaphisek ควินน์ คอนโด รัชดาภิเษก	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
nue evo ari นิว อีโว อารีย์	อารีย์	BTS อารีย์, BTS สะพานควาย
m towers sukhumvit 35 เอ็ม ทาวเวอร์ส สุขุมวิท 35	พร้อมพงษ์, สุขุมวิท, ทองหล่อ	BTS พร้อมพงษ์, BTS ทองหล่อ
m towers sukhumvit 35 เอ็ม ทาวเวอร์ สุขุมวิท 35	พร้อมพงษ์, สุขุมวิท, ทองหล่อ	BTS พร้อมพงษ์, BTS ทองหล่อ
residence 52 @ bts on nut เรสซิเด้นท์ 52 แอท บีทีเอส อ่อนนุช	อ่อนนุช, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
residence 52 @ bts onnut เรสซิเด้นท์ 52 อ่อนนุช	อ่อนนุช, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
aspire sathorn–taksin แอสปาย สาทร–ตากสิน	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
aspire sathorn - taksin copper zone แอสปาย สาทร - ตากสิน คอปเปอร์ โซน	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
aree place อารีย์ เพลส	อารีย์	BTS อารีย์
noble form thonglor โนเบิล ฟอร์ม ทองหล่อ	ทองหล่อ, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
rhythm asoke 1 ริธึ่ม อโศก 1	อโศก, สุขุมวิท	BTS อโศก, MRT สุขุมวิท
rhythm asoke 1 ริทึ่ม อโศก 1	อโศก, สุขุมวิท	BTS อโศก, MRT สุขุมวิท
sammakorn ramkamhang 112 สัมมากร รามคำแหง 112	รามคำแหง	
bless town sukhumvit 50 เบล็ส ทาวน์ สุขุมวิท 50	ทองหล่อ, สุขุมวิท, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
home office sukhumvit 4	นานา, สุขุมวิท	BTS นานา
modern life by sp properties โมเดิร์นไลฟ์ บาย เอสพี	แบริ่ง	BTS แบริ่ง
beat sukhumvit บีท สุขุมวิท	อโศก, พระโขนง, สุขุมวิท	MRT สุขุมวิท, BTS พระโขนง
knightsbridge space sukhumvit-rama4 ไนท์บริดจ์ สเปซ สุขุมวิท - พระราม 4	อโศก, พระโขนง, สุขุมวิท	MRT สุขุมวิท, BTS พระโขนง
knights bridge space sukhumvit - rama 4 ไนท์บริดจ์ สเปซ สุขุมวิท - พระราม 4	อโศก, พระโขนง, สุขุมวิท	MRT สุขุมวิท, BTS พระโขนง
xt ekamai เอ็กซ์ที เอกมัย	เอกมัย, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
บ้านเดี่ยว 2 ชั้น ทองหล่อ 23	ทองหล่อ, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
a space me rattanathibet เอ สเปซ มี รัตนาธิเบศร์		MRT แยกนนทบุรี 1
aspire pinklao - arunammarin แอสปาย ปิ่นเกล้า - อรุณอมรินทร์		MRT บางขุนนนท์
hi sukhumvit 93 ไฮ สุขุมวิท 93	บางจาก, สุขุมวิท, ปุณณวิถี	BTS บางจาก, BTS ปุณณวิถี
centric ratchada - suthisan เซ็นทริค รัชดา - สุทธิสาร	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
oriental residence โอเรียนเต็ล เรสซิเด็นซ์		BTS เพลินจิต
buathong thani park ville 2 บัวทองธานี พาร์ควิลล์ 2		MRT บางใหญ่
sunshine ซันชายน์		BTS บางนา
prueksa thani fifth condotel พฤกษาธานี ฟิฟ คอนโดเทล		BTS อ่อนนุช
city home tha phra intersection ซิตี้ โฮม สี่แยกท่าพระ		MRT ท่าพระ
cool condo rama 7 คูล คอนโด พระราม 7		MRT บางอ้อ
dcondo rattanathibet ดีคอนโด รัตนาธิเบศร์		MRT ไทรม้า
chateau in town sukhumvit 64 skymoon ชาโตว์ อินทาวน์ สุขุมวิท 64 สกายมูน	เอกมัย, สุขุมวิท, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
moon tower มูน ทาวเวอร์		BTS ทองหล่อ
อาคารขนาดใหญ่ ซอยเอกมัย 12	เอกมัย, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
the private residence rajdamri เดอะ ไพรเวท เรสซิเด้นซ์ ราชดำริ		BTS ราชดำริ
the bangkok sathorn - taksin เดอะ แบงค็อก สาทร - ตากสิน	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
the metropolis samrong interchange		BTS สำโรง
knightsbridge sukhumvit - thepharak ไนท์บริดจ์ สุขุมวิท - เทพารักษ์	สุขุมวิท	
merlin tower เมอร์ลิน ทาวเวอร์		BTS สุรศักดิ์
chewathai pinklao ชีวาทัย ปิ่นเกล้า		MRT บางยี่ขัน
the tree ladprao 15 เดอะ ทรี ลาดพร้าว 15	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
bangkok horizon sathorn - narathiwas แบงค์คอก ฮอไรซอน สาทร - นราธิวาส	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
esta bliss เอสต้า บลิซ		MRT เศรษฐบุตรบำเพ็ญ
zenith place @ huay kwang ซีนิธ เพลส แอท ห้วยขวาง	ห้วยขวาง	
lumpini ville prachachuen - phongphet 2 ลุมพินี วิลล์ ประชาชื่น - พงษ์เพชร 2	บางซื่อ	MRT บางซื่อ, MRT เตาปูน
ชวนชื่น ทาวน์ แก้วอินทร์-บางใหญ่		MRT สามแยกบางใหญ่
chapter one shine bangpo แชปเตอร์ วัน ชายน์ บางโพ		MRT เตาปูน
hansar rajdamri หรรษา ราชดำริ		BTS ราชดำริ
plum condo ram 60 interchange พลัม คอนโด ราม 60 อินเตอร์เชนจ์		MRT แยกลำสาลี
bridge sathorn - narathiwas บริดจ์ สาทร - นราธิวาส	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
ออฟฟิศ ซอย อารีย์ 5	อารีย์	BTS อารีย์, BTS สะพานควาย
the privacy thaphra interchange เดอะ ไพรเวซี่ ท่าพระ อินเตอร์เชนจ์		MRT ท่าพระ
b - loft sukhumvit 107 บี ลอฟท์ สุขุมวิท 107	แบริ่ง, สุขุมวิท	BTS แบริ่ง
lumpini condo town raminthra - nawamin ลุมพินี คอนโดทาวน์ รามอินทรา - นวมินทร์	ลุมพินี, สีลม	MRT ลุมพินี, BTS ศาลาแดง
the link advance เดอะ ลิงค์ แอดวานซ์		BTS อ่อนนุช
the livin phetkasem เดอะ ลิฟวิ่น เพชรเกษม		MRT ภาษีเจริญ
the president sathorn - ratchaphruek 2 เดอะ เพรสซิเดนท์ สาทร - ราชพฤกษ์ 2	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
jw condo เจ ดับบลิว คอนโด		BTS ดอนเมือง
ทาวน์เฮาส์ 5 ชั้น สุขุมวิท 36	พร้อมพงษ์, สุขุมวิท, ทองหล่อ	BTS พร้อมพงษ์, BTS ทองหล่อ
brix condominium บริกซ์ คอนโดมิเนียม		MRT สิรินธร
อาคารสำนักงาน รัชดาภิเษก ซอย 7	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
aspire erawan แอสปาย เอราวัณ		BTS ช้างเอราวัณ
knightsridge bearing ไนท์บริดจ์ แบริ่ง	แบริ่ง	BTS แบริ่ง
the royal place 1 เดอะ รอยัล เพลส 1		BTS ราชดำริ
ทาวน์เฮ้าส์ ตึกติด bts บางจาก	บางจาก	BTS บางจาก
the niche mono bangna phase 1 เดอะ นิช โมโน บางนา เฟส 1	บางนา, แบริ่ง	BTS บางนา, BTS แบริ่ง, MRT ศรีเอี่ยม
silom surawong สีลม สุรวงศ์ คอนโดมิเนียม	สีลม	BTS ศาลาแดง, MRT สีลม
regent orchid talad plu รีเจนท์ ออร์คิด ตลาดพลู		BTS ตลาดพลู
the key wutthakat เดอะ คีย์ วุฒากาศ		BTS วุฒากาศ
grande pleno ราชพฤกษ์		MRT บางรักใหญ่
casa condo ratchada - ratchaphruek คาซ่า คอนโด รัชดา - ราชพฤกษ์	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
the city เอกมัย-ลาดพร้าว	เอกมัย, ลาดพร้าว, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
supalai veranda rattanathibet ศุภาลัย เวอเรนด้า รัตนาธิเบศร์		MRT บางกระสอ
townhome sukhumvit31 asok-phromphong, กรุงเทพ	พร้อมพงษ์, อโศก, สุขุมวิท	BTS พร้อมพงษ์
vanila moon ถนนจันทน์		BTS สะพานตากสิน
the connect 15 onnut : เดอะคอนเนค 15 อ่อนนุช	อ่อนนุช, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
j.w. boulevard srivara เจ ดับบลิว บูเลอวาร์ด ศรีวรา		MRT ลาดพร้าว 71
33 tower 33 ทาวเวอร์		BTS พร้อมพงษ์
home office สุขุมวิท4	นานา, สุขุมวิท	BTS นานา
พื้นที่ให้เช่าใจกลางถนนจันทน์		BTS สุรศักดิ์
town avenue srinagarindra : ทาวน์ อเวนิว ศรีนครินทร์		BTS ศรีนุช
the royal navin tower เดอะ รอยัล นาวิน ทาวเวอร์		MRT คลองเตย
the cube loft srinakarin - theppharak เดอะคิวบ์ ลอฟท์ ศรีนครินทร์ - เทพารักษ์		MRT ศรีแบริ่ง
พื้นที่ให้เช่า อยู่ในห้าง ถนนจันทน์		BTS สุรศักดิ์
arq10 krungthep kreetha อาร์ค-เท็น กรุงเทพกรีฑา		ARL หัวหมาก
fifty fifth tower ฟิฟตี้ ฟิฟท์ ทาวเวอร์		BTS ทองหล่อ
บ้านหรูทองหล่อ ซอย4	ทองหล่อ, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
บางกอก บูเลอวาร์ด แจ้งวัฒนะ 2 bangkok boulevard changwattana 2		MRT สะพานพระนั่งเกล้า
ทาวน์เฮาส์ 4 ชั้น โครงการ บ้านรวิภา สุขุมวิท 103 bann ravipa sukhumvit 103 , กรุงเทพ	แบริ่ง, สุขุมวิท	BTS แบริ่ง
riviera up ริเวียร่า อัพ		MRT แจ้งวัฒนะ-ปากเกร็ด 28
lumpini ville ramkhamhaeng 60/2 ลุมพินี วิลล์ รามคำแหง 60/2	รามคำแหง	ARL รามคำแหง, MRT รามคำแหง
บ้านให้เช่า 2 ชั้น ซอยสุขุมวิท 50	ทองหล่อ, สุขุมวิท, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
โรงแรมบูติค สุขุมวิท	สุขุมวิท	
the trust condo @bts erawan เดอะ ทรัสต์ คอนโด @บีทีเอส เอราวัณ		BTS ช้างเอราวัณ
motif condo โมทีฟ คอนโด		BTS วงเวียนใหญ่
lumpini place ratchada - sathu ลุมพินี เพลส รัชดา - สาธุ	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
landmark ekamai-ramindra : แลนด์มาร์ค เอกมัย-รามอินทรา	เอกมัย, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
บ้านกลางเมือง พระราม 9 กรุงเทพกรีฑาตัดใหม่	พระราม 9, มักกะสัน	MRT พระราม 9, ARL มักกะสัน
the light new york เดอะ ไลท์ นิวยอร์ค		BTS ปุณณวิถี
plum condo pinklao station พลัม คอนโด ปิ่นเกล้า สเตชั่น		MRT บางยี่ขัน
the fine by fine home ari 4 - paholyothin เดอะ ฟายน์ บาย ฟายน์ โฮม อารีย์ - พหลโยธิน	อารีย์	BTS อารีย์, BTS สะพานควาย
como primo bangna : โคโม่ พรีโม่ บางนา	บางนา, แบริ่ง	BTS บางนา, BTS แบริ่ง, MRT ศรีเอี่ยม
the niche id ladprao 130 เดอะ นิช ไอดี ลาดพร้าว 130	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
townplus on nut : ทาวน์พลัส อ่อนนุช	อ่อนนุช, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
หมู่บ้านธารดี ราชพฤกษ์		MRT บางรักน้อยท่าอิฐ
indy 2 bangna-ramkhamhaeng 2 : อินดี้ 2 บางนา-รามคําแหง2	บางนา, รามคำแหง, แบริ่ง	BTS บางนา, BTS แบริ่ง, MRT ศรีเอี่ยม
u vibha-ladprao ยู วิภา-ลาดพร้าว	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
arden phatthanakan : อาร์เด้น พัฒนาการ	ทองหล่อ	BTS ทองหล่อ
ชิเซน พัฒนาการ 32 shizen phatthanakan 32		BTS อ่อนนุช
manthana onnut–wongwaen 4 : มัณฑนา อ่อนนุช-วงแหวน 4	อ่อนนุช, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
the crest sukhumvit 49 เดอะ เครสท์ สุขุมวิท 49	ทองหล่อ, สุขุมวิท, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
the address สยาม-ราชเทวี	สยาม, ปทุมวัน, ชิดลม	BTS สยาม, BTS ราชเทวี, BTS ชิดลม
ease rama 2 อีส พระราม 2		MRT ภาษีเจริญ
คอนโด ชั้น 16 โรงแรมเอวาน่า		BTS บางนา
u delight rattanathibet ยู ดีไลท์ รัตนาธิเบศร์		MRT ศูนย์ราชการนนทบุรี
vantage ratchavipa แวนเทจ รัชวิภา		BTS รัชโยธิน
noble reflex โนเบิล รีเฟลกซ์		BTS อารีย์
the diplomat sathorn เดอะ ดิโพลแมท สาทร	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
เดอะ ซิตี้ ราชพฤกษ์-สวนผัก the city ratchaphruek suanphak		MRT สิรินธร
bliz condominium rama 9 - hua mak บลิซ คอนโดมิเนียม พระราม 9 - หัวหมาก	พระราม 9, มักกะสัน	MRT พระราม 9, ARL มักกะสัน
supalai park ekkamai - ศุภาลัย ปาร์ค เอกมัย	เอกมัย, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
u kaset - nawamin ยู เกษตร - นวมินทร์		BTS ลาดปลาเค้า
baan klang muang urbanion srinakarin : บ้านกลางเมือง เออร์บาเนี่ยน ศรีนครินทร์		BTS สวนหลวง ร. 9
notting hill the exclusive charoen krung น็อตติ้ง ฮิลล์ ดิ เอ็กซ์คลูซีฟ เจริญกรุง	เจริญกรุง	BTS สะพานตากสิน, MRT หัวลำโพง
หมู่บ้านชิเซน shizen phatthanakan		BTS อ่อนนุช
the president sathorn - ratchaphruek 3 เดอะ เพรสซิเดนท์ สาทร - ราชพฤกษ์ 3	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
chapter one the campus ladprao 1 แชปเตอร์ วัน เดอะ แคมปัส ลาดพร้าว 1	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
โครงการดิ อิมเพรส นครปฐม the impress nakhon pathom		BTS บางหว้า
the escape sukhumvit 101/1 ดิ เอสเคป สุขุมวิท 101/1	แบริ่ง, สุขุมวิท	BTS แบริ่ง
you 3 condo @ yak kaset ยู ทรี คอนโด @ แยกเกษตร		BTS เกษตรศาสตร์
niche pride taopoon - interchange นิช ไพรด์ เตาปูน - อินเตอร์เชนจ์		MRT เตาปูน
kensington kaset campus เคนซิงตัน เกษตร แคมปัส		BTS บางบัว
sawit suites สาวิทย์ สวีท		BTS ทองหล่อ
teja hotel เตยา โฮเทล		BTS อโศก
arna ekkamai อาณา เอกมัย กรุงเทพ	เอกมัย, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
nirvana define srinakarin-rama9 เนอวานา ดีฟายน์ ศรีนครินทร์-พระราม 9	พระราม 9, มักกะสัน	MRT พระราม 9, ARL มักกะสัน
atmoz flow minburi แอทโมซ โฟลว์ มีนบุรี		MRT เศรษฐบุตรบำเพ็ญ
p.r. home ii พีอาร์โฮม2		BTS ทองหล่อ
bangkok horizon ratchada - thapra แบงค์คอก ฮอไรซอน รัชดา - ท่าพระ	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
voque sukhumvit 31 โว๊ค สุขุมวิท 31	พร้อมพงษ์, สุขุมวิท	BTS พร้อมพงษ์
บ้านทาวน์เฮ้าส์ ซอยสุขุมวิท 101/1	แบริ่ง, สุขุมวิท	BTS แบริ่ง
room sathorn - st.louis เดอะ รูม สาทร - เซนหลุยส์	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
the seed mingle เดอะ ซี้ด มิงเกิล		MRT ลุมพินี
sailom condominium สายลม คอนโดมิเนียม		BTS อารีย์
แกรนด์ บางกอก บูเลอวาร์ด บางนา - อ่อนนุช grand bangkok boulevard bangna-onnut	อ่อนนุช, บางนา, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
ออฟฟิศให้เช่า ซอยพหลโยธิน 7 ซอยอารีย์ 5	พหลโยธิน, อารีย์	MRT พหลโยธิน, BTS ห้าแยกลาดพร้าว
the gallery bearing เดอะ แกลเลอรี่ แบริ่ง	แบริ่ง	BTS แบริ่ง
ทาวน์โฮม 3 ชั้น ลาดพร้าว - นาคนิวาส	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
lumpini place narathiwas 24 ลุมพินี เพลส นราธิวาส 24	ลุมพินี, สีลม	MRT ลุมพินี, BTS ศาลาแดง
marque sukhumvit มาร์ค สุขุมวิท	สุขุมวิท	
knightsbridge duplex tiwanon ไนท์บริดจ์ ดูเพล็กซ์ ติวานนท์		MRT กระทรวงสาธารณสุข
vino ratchada 32 วีโน่ รัชดา 32	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
the city สุขุมวิท-อ่อนนุช 2	อ่อนนุช, สุขุมวิท, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
the river เดอะ ริเวอร์		BTS เจริญนคร
baan samsen บ้าน สามเสน		MRT บางอ้อ
lumpini ville on nut 46 ลุมพินี วิลล์ อ่อนนุช 46 v	อ่อนนุช, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
บ้านเดี่ยว 2 ชั้น วงเวียนบางเขน		BTS รามอินทรา กม.3
ตึก 3 ชั้น และพื้นที่ด้านข้างเนื้อที่ตึก พหลโยธิน ซอย2 33/1	พหลโยธิน	MRT พหลโยธิน, BTS ห้าแยกลาดพร้าว
condo me onnut - rama 9 คอนโด มี อ่อนนุช - พระราม 9	พระราม 9, อ่อนนุช, มักกะสัน	MRT พระราม 9, ARL มักกะสัน
lumpini ville ramintra - laksi ลุมพินี วิลล์ รามอินทรา - หลักสี่	รามอินทรา	MRT รามอินทรา
grand bangkok boulevard sathorn-kanlapaphruek : แกรนด์ บางกอก บูเลอวาร์ด สาทร-กัลปพฤกษ์	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
lumpini place pinklao 1 ลุมพินี เพลส ปิ่นเกล้า 1	ลุมพินี, สีลม	MRT ลุมพินี, BTS ศาลาแดง
j.w. city ratchada 32 เจ ดับบลิว ซิตี้ รัชดาภิเษก 32	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
perfect masterpiece century rattanathibet : เพอร์เฟค มาสเตอร์พีซ เซนจูรี่ รัตนาธิเบศร์		MRT ไทรม้า
the room sukhumvit 64 เดอะ รูม สุขุมวิท 64	เอกมัย, สุขุมวิท, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
โครงการ​ the​ racquet club sukhumvit​49	สุขุมวิท	
grandio ramintra-wongwaen : แกรนดิโอ รามอินทรา-วงแหวน	รามอินทรา	MRT รามอินทรา
dcondo panaa ดีคอนโด พนา		MRT บางขุนนท์
city home srinakarin ซิตี้ โฮม ศรีนครินทร์		MRT ศรีลาซาล
ทาวน์เฮาส์ 4 ชั้น ม.รวิภา ซ.อุดมสุข41 ถ.สุขุมวิท103	แบริ่ง, สุขุมวิท	BTS แบริ่ง
lumpini ville phatanakan - srinakarin ลุมพินี วิลล์ พัฒนาการ - ศรีนครินทร์	ลุมพินี, สีลม	MRT ลุมพินี, BTS ศาลาแดง
hof udomsuk home office ซอย สุขุมวิท 101/1 วชิรธรรมสาธิต 51	แบริ่ง, สุขุมวิท	BTS แบริ่ง
ทาวน์เฮาส์ ซ.สุขุมวิท97/1	บางจาก, สุขุมวิท, ปุณณวิถี	BTS บางจาก, BTS ปุณณวิถี
noble residence pattanakarn โนเบิล เรสซิเดนซ์ พัฒนาการ		BTS ทองหล่อ
perfect place rama 9 - krungthep kreetha เพอร์เฟค เพลส พระราม 9-กรุงเทพกรีฑา	พระราม 9, มักกะสัน	MRT พระราม 9, ARL มักกะสัน
urban sathorn สาทร ราชพฤกษ์	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
kraam sukhumvit 26 คราม สุขุมวิท 26	พร้อมพงษ์, สุขุมวิท	BTS พร้อมพงษ์
charoennakhon - riverside แชปเตอร์ เจริญนคร - ริเวอร์ไซต์	เจริญนคร	BTS เจริญนคร, BTS กรุงธนบุรี
von napa sukhumvit 38 วอน นภา สุขุมวิท 38	พร้อมพงษ์, สุขุมวิท, ทองหล่อ	BTS พร้อมพงษ์, BTS ทองหล่อ
the bangkok thanon sub เดอะ แบงค็อก ถนนทรัพย์		MRT สามย่าน
aspire sathorn - ratchapruek แอสปาย สาทร - ราชพฤกษ์	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
บ้านเดี่ยว 2 ชั้น พร้อมดาดฟ้า ลาดพร้าว 48	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
lumpini condo town bodindecha - ramkhamhaeng ลุมพินี คอนโดทาวน์ บดินทรเดชา - รามคำแหง	รามคำแหง	ARL รามคำแหง, MRT รามคำแหง
supalai park ratchayothin ศุภาลัย ปาร์ค รัชโยธิน	รัชโยธิน	BTS รัชโยธิน, BTS สะพานควาย, MRT พหลโยธิน
